CustomerID,CustomerName,Gender,Age,City,Education_Level,Marital_Status,Dependent_Count,Income_Category,Card_Category,Months_on_Book,Credit_Limit_INR,Total_Revolving_Bal,Avg_Open_To_Buy,Avg_Utilization_Ratio,Months_Inactive_12mon,Contacts_Count_12mon,Total_Trans_Amt_INR,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Amt_Chng_Q4_Q1,Attrition_Flag
SBICC102384,Neha Patel,F,39,Pune,Uneducated,Married,1,₹15-25 Lakh,Platinum,55,1058078,244209,916300,0.3267,2,3,21185,68,1.2162,0.929,0
SBICC102385,Rajesh Patel,M,43,Kolkata,High School,Single,2,₹10-15 Lakh,Gold,8,354992,15287,333600,0.0454,3,0,30236,77,0.4396,0.9677,0
SBICC102386,Kavya Iyer,F,36,Delhi,Graduate,Married,1,₹6-10 Lakh,Signature,7,1644804,1008259,803800,0.5004,3,2,12858,50,0.7692,1.1313,0
SBICC102387,Arun Mehta,M,40,Hyderabad,Graduate,Married,0,₹3-6 Lakh,Gold,22,403492,57362,320000,0.085,5,2,13361,63,1.1288,0.6082,0
SBICC102388,Rohit Sharma,M,46,Mumbai,Uneducated,Single,2,₹10-15 Lakh,Platinum,30,376161,114024,309700,0.329,1,1,513143,61,0.4667,0.59,0
SBICC102389,Rekha Sharma,F,43,Delhi,Graduate,Married,0,< ₹3 Lakh,Signature,56,1480846,378883,960900,0.2892,4,0,26127,62,0.9248,0.9153,0
SBICC102390,Neha Iyer,F,38,Chennai,Graduate,Married,1,₹3-6 Lakh,Platinum,17,536027,203715,322500,0.5251,1,1,16750,87,0.9098,0.2559,0
SBICC102391,Rahul Sharma,M,52,Mumbai,Graduate,Single,2,₹15-25 Lakh,Gold,6,377512,91947,320200,0.0919,1,1,39968,64,0.6275,0.4758,0
SBICC102392,Arun Patel,M,35,Hyderabad,Uneducated,Married,3,₹10-15 Lakh,Silver,45,136435,7847,127900,0.0,2,1,21615,63,0.5186,0.7143,0
SBICC102393,Divya Nair,F,43,Chennai,Graduate,Married,2,< ₹3 Lakh,Platinum,50,632664,49356,654700,0.0512,2,1,31100,54,0.2441,0.7255,0
SBICC102394,Manoj Reddy,M,33,Hyderabad,Uneducated,Divorced,2,< ₹3 Lakh,Gold,30,166388,106451,88800,0.4341,4,0,54443,79,1.2069,0.6665,0
SBICC102395,Arun Kumar,M,33,Mumbai,Graduate,Married,1,₹6-10 Lakh,Silver,51,133171,10163,130200,0.0025,2,2,25840,71,0.551,0.9596,0
SBICC102396,Rohit Patel,M,38,Mumbai,Graduate,Single,2,> ₹25 Lakh,Silver,35,142510,45197,83300,0.4572,6,3,91984,81,0.6584,0.839,0
SBICC102397,Rahul Kumar,M,37,Pune,Graduate,Married,2,₹6-10 Lakh,Silver,32,89755,11287,73600,0.0,6,2,126920,46,0.7219,0.2506,1
SBICC102398,Sanjay Mehta,M,58,Mumbai,Uneducated,Divorced,0,₹6-10 Lakh,Signature,32,1091527,464909,471400,0.5635,3,2,72288,63,0.2892,0.6849,0
SBICC102399,Manoj Joshi,M,39,Delhi,Graduate,Divorced,1,₹10-15 Lakh,Silver,27,133906,27993,109700,0.1386,1,0,21046,78,0.4833,0.8194,0
SBICC102400,Sanjay Patel,M,40,Ahmedabad,Graduate,Married,3,₹6-10 Lakh,Gold,29,187815,120092,56800,0.8837,3,3,40369,50,0.0816,0.428,1
SBICC102401,Arun Mehta,M,36,Kolkata,Post-Graduate,Married,3,₹3-6 Lakh,Platinum,41,845655,466667,446700,0.4636,4,1,7258,82,0.9882,0.6918,0
SBICC102402,Deepak Patel,M,51,Kolkata,Post-Graduate,Married,4,₹6-10 Lakh,Gold,56,262144,81027,229000,0.2646,1,1,29153,75,0.9321,0.9523,0
SBICC102403,Rajesh Sharma,M,34,Hyderabad,Graduate,Single,3,₹6-10 Lakh,Signature,56,2443089,310321,2236600,0.0545,4,1,19982,59,1.0314,1.0848,0
SBICC102404,Manoj Mehta,M,43,Chennai,Graduate,Married,2,> ₹25 Lakh,Gold,19,383004,205299,201300,0.4858,1,1,75971,67,0.4849,0.6419,0
SBICC102405,Amit Reddy,M,37,Delhi,Uneducated,Married,4,₹6-10 Lakh,Gold,36,219420,113234,86400,0.6262,5,1,41547,55,0.5301,1.4802,0
SBICC102406,Neha Patel,F,27,Mumbai,Graduate,Married,2,> ₹25 Lakh,Signature,21,2230934,156351,2373800,0.0913,3,1,25003,62,0.704,1.1694,0
SBICC102407,Swati Sharma,F,36,Mumbai,Graduate,Married,2,₹3-6 Lakh,Silver,56,139382,24929,119300,0.3036,3,4,52937,66,1.009,0.4131,1
SBICC102408,Sunita Mehta,F,59,Bangalore,Graduate,Single,0,₹3-6 Lakh,Gold,42,392750,41400,311000,0.0683,1,3,87435,64,0.5801,1.1296,0
SBICC102409,Manoj Nair,M,36,Hyderabad,Graduate,Single,2,₹3-6 Lakh,Gold,47,459903,65080,416200,0.1243,1,0,38132,65,0.8615,0.9981,0
SBICC102410,Kavya Mehta,F,43,Bangalore,Graduate,Single,3,₹6-10 Lakh,Platinum,42,833093,197506,745500,0.2372,3,0,30476,61,1.4661,0.7696,0
SBICC102411,Rekha Nair,F,43,Delhi,Post-Graduate,Married,2,₹6-10 Lakh,Signature,41,1763579,800196,1083200,0.4128,1,1,12423,80,0.8988,0.6992,0
SBICC102412,Rajesh Kumar,M,60,Mumbai,Post-Graduate,Married,2,₹3-6 Lakh,Silver,38,76827,14696,65500,0.0425,3,3,24082,57,0.377,0.0,1
SBICC102413,Rajesh Iyer,M,44,Ahmedabad,Graduate,Married,2,₹3-6 Lakh,Gold,40,224450,30109,173400,0.2444,6,4,66678,69,0.3378,0.1857,1
SBICC102414,Pooja Nair,F,49,Mumbai,Graduate,Married,3,₹10-15 Lakh,Platinum,39,1088594,216516,799800,0.099,3,4,46410,61,0.4612,0.6933,1
SBICC102415,Divya Singh,F,35,Chennai,Graduate,Married,2,< ₹3 Lakh,Silver,44,179603,11038,171600,0.0,2,1,32346,76,0.8865,0.5273,0
SBICC102416,Kavya Mehta,F,32,Bangalore,Graduate,Married,0,₹15-25 Lakh,Gold,46,387019,114428,320000,0.2294,1,2,13234,68,0.2906,1.0205,0
SBICC102417,Deepak Singh,M,27,Mumbai,Post-Graduate,Single,1,₹10-15 Lakh,Gold,35,163881,28297,135100,0.1095,5,1,15958,57,0.4341,0.8851,0
SBICC102418,Sanjay Sharma,M,35,Bangalore,Doctorate,Single,5,₹10-15 Lakh,Silver,35,164390,71443,123500,0.2392,6,1,14880,78,0.4045,0.6601,0
SBICC102419,Sunita Singh,F,35,Delhi,Post-Graduate,Married,1,₹15-25 Lakh,Silver,24,174069,43896,112300,0.2262,0,3,47265,70,0.8053,0.8558,0
SBICC102420,Arun Iyer,M,27,Mumbai,Graduate,Single,3,₹6-10 Lakh,Gold,49,475519,101592,320800,0.277,4,5,51036,69,0.9652,0.2302,1
SBICC102421,Manoj Kumar,M,44,Delhi,Uneducated,Single,3,₹15-25 Lakh,Signature,7,1443982,304310,1053700,0.2453,3,2,79841,69,0.7019,1.3488,0
SBICC102422,Suresh Iyer,M,46,Bangalore,Post-Graduate,Married,2,₹10-15 Lakh,Gold,38,258740,11016,241600,0.1774,2,2,48577,70,0.8626,0.6606,0
SBICC102423,Sanjay Iyer,M,41,Hyderabad,Post-Graduate,Married,2,₹15-25 Lakh,Silver,31,103249,7338,90500,0.0,4,2,39319,77,0.5769,1.1362,0
SBICC102424,Rekha Patel,F,22,Mumbai,Graduate,Single,1,₹6-10 Lakh,Silver,31,157232,95216,84600,0.6921,3,1,31320,67,0.5779,0.1921,1
SBICC102425,Deepak Iyer,M,26,Pune,Graduate,Single,1,₹15-25 Lakh,Gold,55,340756,25790,297600,0.0538,3,2,46601,65,0.1446,1.1391,0
SBICC102426,Swati Gupta,F,35,Delhi,Graduate,Single,2,₹15-25 Lakh,Gold,20,309203,107400,175600,0.2797,2,1,7719,61,1.1111,0.5752,0
SBICC102427,Rohit Kumar,M,40,Pune,Post-Graduate,Single,4,₹3-6 Lakh,Silver,28,64497,40103,33300,0.5118,2,0,38254,66,0.8484,1.5098,0
SBICC102428,Priya Iyer,F,42,Bangalore,Uneducated,Married,4,₹10-15 Lakh,Gold,47,430234,150164,343200,0.2991,6,2,27653,69,0.8657,0.7818,0
SBICC102429,Sanjay Singh,M,59,Delhi,Doctorate,Married,2,₹6-10 Lakh,Silver,56,62244,15144,42300,0.2492,2,6,33137,57,0.58,0.6778,1
SBICC102430,Neha Singh,F,46,Hyderabad,Graduate,Married,1,₹15-25 Lakh,Signature,49,1453138,272989,1454500,0.1102,3,2,57042,65,0.5238,0.8914,0
SBICC102431,Rajesh Nair,M,43,Chennai,Graduate,Married,2,₹15-25 Lakh,Platinum,35,941977,624981,489300,0.4655,4,3,143412,57,0.2566,0.4019,1
SBICC102432,Manoj Kumar,M,31,Mumbai,High School,Divorced,2,> ₹25 Lakh,Signature,33,1424261,225245,1031600,0.1626,6,1,50631,63,0.4512,1.0962,0
SBICC102433,Priya Kumar,F,40,Bangalore,Graduate,Single,1,₹15-25 Lakh,Silver,56,77075,31467,54300,0.5328,1,3,29151,83,1.1981,0.6358,0
SBICC102434,Rahul Reddy,M,38,Mumbai,Graduate,Divorced,1,₹3-6 Lakh,Signature,41,1230599,72780,1249500,0.1687,1,1,36765,59,0.8987,0.4688,0
SBICC102435,Deepak Gupta,M,35,Mumbai,Uneducated,Married,1,₹3-6 Lakh,Silver,53,105000,16921,77800,0.1987,0,4,205729,46,0.7272,0.2583,0
SBICC102436,Suresh Gupta,M,32,Mumbai,High School,Married,4,₹15-25 Lakh,Silver,42,116019,11419,107800,0.1755,2,2,192778,66,1.0916,0.8411,0
SBICC102437,Sanjay Gupta,M,49,Delhi,Post-Graduate,Married,3,₹6-10 Lakh,Silver,9,131622,51162,78200,0.2473,4,4,5099,68,0.1889,0.4325,1
SBICC102438,Rohit Gupta,M,41,Hyderabad,Graduate,Married,3,₹10-15 Lakh,Silver,22,57105,19898,29000,0.293,2,6,110517,60,0.9636,0.8173,0
SBICC102439,Manoj Joshi,M,39,Bangalore,Graduate,Single,0,₹10-15 Lakh,Gold,34,513037,46278,445400,0.1242,3,0,30696,70,0.7621,1.2055,0
SBICC102440,Amit Gupta,M,52,Delhi,Graduate,Married,0,₹6-10 Lakh,Silver,45,140873,17539,128700,0.2044,5,2,10921,60,0.5814,0.4595,1
SBICC102441,Rahul Reddy,M,37,Mumbai,Graduate,Married,0,₹15-25 Lakh,Gold,20,246238,56252,182000,0.3043,3,3,87600,73,0.4378,0.1382,1
SBICC102442,Sanjay Iyer,M,22,Pune,Graduate,Single,0,₹10-15 Lakh,Silver,25,88719,12152,66600,0.1563,0,2,35497,64,0.7737,0.0552,0
SBICC102443,Amit Reddy,M,28,Ahmedabad,Graduate,Married,2,₹3-6 Lakh,Gold,50,396817,155148,298500,0.2376,0,3,5620,62,0.7594,0.7429,0
SBICC102444,Rajesh Iyer,M,32,Mumbai,Post-Graduate,Single,3,₹6-10 Lakh,Silver,56,178956,59339,134200,0.129,1,0,45550,82,0.8005,0.5757,0
SBICC102445,Divya Joshi,F,25,Delhi,Post-Graduate,Single,1,₹15-25 Lakh,Signature,31,1197865,335030,983800,0.1753,2,2,34763,62,0.4944,1.1181,0
SBICC102446,Meera Nair,F,32,Pune,Graduate,Married,2,₹3-6 Lakh,Signature,40,1720748,186009,1677300,0.1417,2,2,36871,69,0.5903,1.0623,0
SBICC102447,Priya Patel,F,33,Ahmedabad,Post-Graduate,Single,2,₹6-10 Lakh,Platinum,25,1266662,94743,1075100,0.052,2,1,34656,68,0.4523,0.4475,0
SBICC102448,Sanjay Reddy,M,36,Ahmedabad,Graduate,Married,1,> ₹25 Lakh,Gold,54,338811,20008,374800,0.0,2,1,30098,68,0.3629,1.3891,0
SBICC102449,Suresh Sharma,M,48,Delhi,Graduate,Married,1,₹6-10 Lakh,Silver,51,164768,32220,146600,0.3875,1,3,281781,69,0.2959,0.6743,0
SBICC102450,Divya Iyer,F,43,Delhi,Graduate,Married,2,₹15-25 Lakh,Silver,53,204010,39340,148800,0.1614,2,1,42983,61,0.8226,0.4208,1
SBICC102451,Kavya Joshi,F,48,Hyderabad,Graduate,Married,1,₹3-6 Lakh,Signature,38,1683577,18741,1535100,0.0,3,2,20563,80,0.5247,0.853,0
SBICC102452,Deepak Iyer,M,33,Chennai,Graduate,Single,2,< ₹3 Lakh,Gold,56,261759,61276,206700,0.2801,2,1,36416,61,0.7383,0.9491,0
SBICC102453,Deepak Joshi,M,37,Kolkata,Graduate,Married,4,₹3-6 Lakh,Platinum,22,417713,143153,287300,0.3699,5,5,14891,72,0.4528,0.9062,1
SBICC102454,Amit Mehta,M,36,Mumbai,Graduate,Single,1,₹6-10 Lakh,Platinum,54,1180193,440632,652500,0.3684,2,3,18930,73,0.6802,0.9855,0
SBICC102455,Vijay Iyer,M,33,Bangalore,Graduate,Married,1,₹3-6 Lakh,Gold,6,404278,347716,87200,0.8001,4,2,97448,61,0.9613,1.306,0
SBICC102456,Deepak Kumar,M,20,Chennai,Graduate,Married,3,₹3-6 Lakh,Signature,29,2527591,320562,2247500,0.1734,1,2,17779,74,1.5123,1.1385,0
SBICC102457,Rahul Sharma,M,39,Pune,Post-Graduate,Married,3,> ₹25 Lakh,Gold,16,412193,61241,408000,0.0,6,2,143601,60,0.3627,0.1521,1
SBICC102458,Suresh Kumar,M,45,Delhi,Post-Graduate,Single,1,₹6-10 Lakh,Silver,10,57097,12066,52900,0.1081,3,1,109893,67,0.927,0.6251,0
SBICC102459,Neha Nair,F,47,Ahmedabad,Post-Graduate,Married,1,< ₹3 Lakh,Gold,23,304275,101876,154000,0.3951,2,2,86121,50,1.1027,0.91,0
SBICC102460,Manoj Mehta,M,23,Hyderabad,Post-Graduate,Married,2,₹15-25 Lakh,Platinum,56,467448,83707,310600,0.1913,6,0,15108,64,0.9434,0.8566,0
SBICC102461,Priya Gupta,F,30,Chennai,Graduate,Married,5,₹15-25 Lakh,Silver,52,100149,58602,38600,0.7025,2,2,57614,69,0.8431,1.0565,0
SBICC102462,Swati Singh,F,46,Mumbai,Post-Graduate,Married,1,₹6-10 Lakh,Signature,28,1852557,174797,1650200,0.1613,4,2,57800,62,0.9977,0.9238,0
SBICC102463,Rohit Nair,M,34,Chennai,High School,Married,2,₹3-6 Lakh,Gold,10,227985,56939,146600,0.2592,1,2,43204,86,0.2508,0.6948,0
SBICC102464,Rekha Singh,F,27,Delhi,High School,Married,2,₹6-10 Lakh,Platinum,21,1117349,323774,725000,0.2514,1,2,55911,57,0.6987,0.4804,0
SBICC102465,Amit Iyer,M,54,Chennai,Graduate,Married,4,> ₹25 Lakh,Silver,13,159614,21728,118100,0.355,6,3,56122,39,0.4563,0.9392,1
SBICC102466,Rohit Gupta,M,40,Mumbai,Uneducated,Married,2,₹10-15 Lakh,Silver,37,127011,17011,103700,0.0705,2,2,38101,66,0.749,0.4792,0
SBICC102467,Manoj Mehta,M,51,Delhi,High School,Married,2,₹6-10 Lakh,Platinum,34,489897,71910,438500,0.0276,1,1,10391,61,0.4948,0.273,0
SBICC102468,Suresh Kumar,M,31,Hyderabad,Post-Graduate,Married,1,₹6-10 Lakh,Gold,56,435220,52959,411000,0.2475,3,1,29202,57,0.9674,1.5421,0
SBICC102469,Amit Singh,M,40,Delhi,Doctorate,Married,1,₹3-6 Lakh,Silver,44,100503,47594,38400,0.5228,3,2,10269,51,0.0,1.3144,1
SBICC102470,Pooja Nair,F,32,Mumbai,Graduate,Married,1,> ₹25 Lakh,Silver,56,59483,3089,63000,0.0,2,0,18095,59,0.7628,0.8382,0
SBICC102471,Swati Patel,F,36,Bangalore,High School,Divorced,1,< ₹3 Lakh,Silver,48,142945,106656,34500,0.6892,1,0,13549,57,0.5331,1.0434,0
SBICC102472,Suresh Kumar,M,35,Bangalore,Post-Graduate,Married,1,₹6-10 Lakh,Gold,56,349726,115142,219400,0.3594,4,1,19450,59,0.9691,1.2069,0
SBICC102473,Suresh Sharma,M,39,Ahmedabad,Graduate,Married,1,₹10-15 Lakh,Silver,47,190330,91006,91700,0.5297,2,2,24105,63,0.499,0.9726,0
SBICC102474,Neha Singh,F,55,Mumbai,Post-Graduate,Single,2,₹6-10 Lakh,Gold,26,216016,41749,189900,0.2356,4,1,41541,55,0.5097,0.956,1
SBICC102475,Manoj Nair,M,29,Hyderabad,Graduate,Married,3,₹3-6 Lakh,Platinum,56,599383,87167,500100,0.2115,2,2,35491,64,0.7991,0.3329,0
SBICC102476,Suresh Mehta,M,33,Mumbai,Uneducated,Married,1,₹3-6 Lakh,Gold,31,301086,109414,188200,0.2833,4,1,38389,73,0.5739,1.1649,0
SBICC102477,Pooja Joshi,F,19,Hyderabad,High School,Single,1,₹10-15 Lakh,Silver,52,201186,623,193800,0.0,4,1,68595,76,0.7193,0.2316,1
SBICC102478,Pooja Gupta,F,20,Chennai,Graduate,Married,3,< ₹3 Lakh,Silver,36,175013,84884,114200,0.352,2,1,156515,76,0.45,1.4047,0
SBICC102479,Suresh Sharma,M,36,Chennai,Graduate,Married,0,₹6-10 Lakh,Silver,56,66232,8282,54700,0.3174,2,4,9424,54,0.7455,0.2997,1
SBICC102480,Sanjay Mehta,M,43,Bangalore,Post-Graduate,Married,2,< ₹3 Lakh,Silver,44,84407,42268,37400,0.5486,5,1,10234,75,0.5233,1.3602,0
SBICC102481,Vijay Joshi,M,39,Bangalore,Graduate,Single,4,₹3-6 Lakh,Signature,13,1753715,834521,1062700,0.5492,4,2,26418,73,0.5133,1.1761,0
SBICC102482,Kavya Sharma,F,30,Pune,Post-Graduate,Married,2,₹15-25 Lakh,Gold,50,282059,112880,147900,0.2984,2,5,25170,59,0.6221,0.3547,1
SBICC102483,Priya Mehta,F,27,Pune,Graduate,Divorced,2,₹15-25 Lakh,Silver,38,106199,45359,69900,0.543,3,2,39859,63,0.2526,1.3279,0
SBICC102484,Meera Iyer,F,38,Bangalore,High School,Married,3,₹10-15 Lakh,Signature,28,1116120,212217,1002600,0.3241,3,5,78065,71,0.6975,0.3124,1
SBICC102485,Suresh Iyer,M,35,Bangalore,Graduate,Married,1,₹3-6 Lakh,Silver,49,94033,25671,69500,0.3099,0,3,42954,78,1.0114,0.9203,0
SBICC102486,Rajesh Gupta,M,23,Pune,Doctorate,Married,3,₹3-6 Lakh,Silver,19,179227,18653,160100,0.2714,1,0,32928,61,0.8958,0.5317,0
SBICC102487,Neha Nair,F,46,Delhi,Graduate,Single,2,₹10-15 Lakh,Platinum,36,1205907,65935,1058100,0.0796,3,0,6194,64,0.682,0.8117,0
SBICC102488,Rajesh Singh,M,31,Delhi,Graduate,Single,0,₹3-6 Lakh,Gold,44,175477,11587,186800,0.0949,3,0,62777,72,0.6117,0.7082,0
SBICC102489,Manoj Kumar,M,22,Hyderabad,Graduate,Single,4,₹3-6 Lakh,Silver,37,120673,23116,83200,0.2639,1,3,36268,82,1.1218,1.2842,0
SBICC102490,Manoj Iyer,M,31,Chennai,Graduate,Single,0,₹6-10 Lakh,Platinum,49,680264,62421,591300,0.0115,3,3,10252,62,0.6339,0.374,1
SBICC102491,Sanjay Mehta,M,58,Bangalore,Graduate,Married,2,₹10-15 Lakh,Silver,23,108239,30768,67900,0.2261,3,2,52161,61,0.7361,0.3936,1
SBICC102492,Divya Reddy,F,42,Delhi,Graduate,Married,3,₹3-6 Lakh,Gold,26,246674,21405,266800,0.2133,5,1,38839,74,1.0303,1.1468,0
SBICC102493,Anjali Sharma,F,57,Delhi,Graduate,Single,4,₹6-10 Lakh,Signature,11,1872128,288124,1382300,0.0421,1,2,20692,75,1.2643,0.5946,0
SBICC102494,Suresh Reddy,M,45,Mumbai,Graduate,Married,2,₹10-15 Lakh,Silver,56,70950,16248,65100,0.3077,1,2,71392,60,0.5859,0.9743,0
SBICC102495,Deepak Patel,M,48,Hyderabad,Graduate,Single,1,₹3-6 Lakh,Platinum,51,479166,87875,483600,0.2695,1,0,28011,58,0.8531,0.6069,0
SBICC102496,Meera Nair,F,33,Bangalore,High School,Married,0,₹6-10 Lakh,Platinum,35,867232,259709,550600,0.2339,1,1,49369,63,0.821,0.4989,0
SBICC102497,Manoj Gupta,M,42,Mumbai,Graduate,Married,2,₹3-6 Lakh,Gold,56,223311,203516,64100,0.9042,0,3,21958,72,1.0803,0.466,0
SBICC102498,Rohit Iyer,M,30,Bangalore,Uneducated,Single,1,₹10-15 Lakh,Silver,6,193237,41404,160000,0.1973,2,5,7548,52,0.8932,0.3694,1
SBICC102499,Manoj Patel,M,36,Mumbai,Post-Graduate,Married,2,₹6-10 Lakh,Silver,56,203241,13991,162600,0.0844,1,1,28457,92,1.2872,1.1609,0
SBICC102500,Rekha Iyer,F,32,Hyderabad,Uneducated,Married,3,₹15-25 Lakh,Gold,16,556744,40012,452100,0.0,2,0,127194,64,0.7781,1.0045,0
SBICC102501,Rohit Mehta,M,29,Chennai,Graduate,Divorced,0,₹10-15 Lakh,Gold,25,191865,13448,188600,0.0,2,2,172126,75,1.1475,0.8101,0
SBICC102502,Pooja Nair,F,49,Delhi,Post-Graduate,Divorced,3,₹6-10 Lakh,Signature,56,1529913,656237,1028400,0.4343,1,1,102998,73,0.782,0.7701,0
SBICC102503,Deepak Reddy,M,24,Delhi,Doctorate,Married,1,< ₹3 Lakh,Signature,44,1436541,256643,987000,0.1349,3,6,306224,72,0.8184,0.5314,1
SBICC102504,Suresh Joshi,M,30,Delhi,Post-Graduate,Single,1,₹6-10 Lakh,Platinum,18,726462,224187,516300,0.1807,1,3,49955,68,0.6571,1.1953,0
SBICC102505,Priya Reddy,F,41,Hyderabad,Graduate,Married,0,₹10-15 Lakh,Signature,6,1730492,511967,1283500,0.3188,3,1,71489,62,0.7861,1.3705,0
SBICC102506,Deepak Mehta,M,57,Delhi,Graduate,Married,1,< ₹3 Lakh,Gold,11,526193,102132,369700,0.2347,3,2,31957,70,0.5814,0.5195,1
SBICC102507,Rahul Kumar,M,27,Delhi,Post-Graduate,Single,3,₹10-15 Lakh,Platinum,23,696755,83796,573300,0.2705,2,1,297216,66,0.7904,1.1725,0
SBICC102508,Neha Nair,F,36,Hyderabad,Graduate,Single,3,₹10-15 Lakh,Silver,56,75316,37735,32300,0.3749,5,6,491974,54,0.7082,1.7814,1
SBICC102509,Rekha Nair,F,39,Bangalore,Doctorate,Single,2,₹3-6 Lakh,Silver,6,90348,6380,81700,0.0,1,2,51797,83,0.516,0.8321,0
SBICC102510,Arun Mehta,M,39,Pune,Post-Graduate,Single,3,₹10-15 Lakh,Gold,25,433802,37633,411800,0.0681,1,1,49276,66,0.3884,0.6366,0
SBICC102511,Pooja Kumar,F,32,Chennai,Graduate,Single,0,₹3-6 Lakh,Silver,26,166307,21209,166600,0.1458,2,2,48893,54,0.7301,1.0897,0
SBICC102512,Neha Patel,F,30,Bangalore,Graduate,Married,4,₹3-6 Lakh,Silver,40,62955,8905,60600,0.0547,4,1,188352,82,0.9253,0.8995,0
SBICC102513,Priya Joshi,F,37,Kolkata,High School,Married,2,< ₹3 Lakh,Signature,44,2234450,506047,1703600,0.2802,3,1,49691,76,0.5433,0.5105,0
SBICC102514,Manoj Kumar,M,36,Mumbai,Graduate,Married,2,₹6-10 Lakh,Platinum,38,1271065,772822,402000,0.6505,2,3,35712,57,1.2105,0.7391,0
SBICC102515,Meera Singh,F,53,Bangalore,Doctorate,Married,2,< ₹3 Lakh,Silver,26,75940,4812,78000,0.1359,0,2,6473,79,0.6005,1.2688,0
SBICC102516,Rohit Reddy,M,30,Mumbai,Graduate,Single,0,₹6-10 Lakh,Silver,56,180617,77492,90900,0.4565,2,1,39658,64,0.7557,0.7553,0
SBICC102517,Arun Sharma,M,45,Chennai,Uneducated,Single,5,> ₹25 Lakh,Silver,25,161878,11522,129700,0.035,1,1,11123,74,0.2507,0.3362,0
SBICC102518,Kavya Singh,F,44,Pune,Post-Graduate,Single,0,₹6-10 Lakh,Signature,56,2725379,394393,2049800,0.1621,6,2,45514,73,0.6821,0.647,0
SBICC102519,Kavya Patel,F,47,Delhi,Graduate,Single,0,₹6-10 Lakh,Silver,6,117809,19091,114500,0.1385,3,1,7113,53,0.0,0.9293,0
SBICC102520,Deepak Mehta,M,19,Chennai,Graduate,Married,0,₹3-6 Lakh,Gold,18,376604,143492,244500,0.3407,2,3,108287,53,0.485,0.4786,0
SBICC102521,Vijay Reddy,M,52,Hyderabad,Graduate,Married,2,₹6-10 Lakh,Gold,56,299427,34358,291000,0.0205,2,5,96003,75,0.1608,1.4039,0
SBICC102522,Rohit Mehta,M,41,Mumbai,Graduate,Married,0,₹3-6 Lakh,Silver,41,73263,29874,36700,0.429,0,3,109909,69,0.7318,0.8687,0
SBICC102523,Rohit Nair,M,37,Hyderabad,High School,Married,3,₹10-15 Lakh,Silver,22,125207,10830,132300,0.0901,5,2,17490,67,0.7283,0.7269,1
SBICC102524,Sanjay Kumar,M,56,Kolkata,Doctorate,Single,1,₹10-15 Lakh,Gold,22,459700,149734,294800,0.4045,3,3,65909,74,0.9603,0.515,0
SBICC102525,Sanjay Iyer,M,46,Bangalore,Graduate,Single,1,₹6-10 Lakh,Platinum,27,1154154,218952,932100,0.0,4,5,145958,57,0.4334,0.4745,1
SBICC102526,Deepak Joshi,M,48,Chennai,Graduate,Married,2,₹6-10 Lakh,Gold,23,220558,6008,205300,0.0925,1,0,30057,60,0.1696,0.2692,0
SBICC102527,Suresh Nair,M,44,Bangalore,Post-Graduate,Married,2,₹3-6 Lakh,Signature,38,1288281,720361,818500,0.482,2,3,51912,48,0.5321,1.411,0
SBICC102528,Rekha Kumar,F,34,Bangalore,Graduate,Married,1,₹3-6 Lakh,Silver,8,172718,51193,104700,0.2166,3,2,50505,60,0.8597,0.0923,1
SBICC102529,Suresh Mehta,M,41,Bangalore,Graduate,Single,2,₹3-6 Lakh,Gold,47,199225,35301,149800,0.2741,0,0,14436,62,0.2886,0.5023,0
SBICC102530,Anjali Mehta,F,27,Hyderabad,Doctorate,Single,2,< ₹3 Lakh,Gold,50,315639,133865,205400,0.4375,3,3,150190,58,0.339,0.2677,1
SBICC102531,Rajesh Patel,M,36,Chennai,Graduate,Married,3,₹10-15 Lakh,Silver,37,52588,6810,43900,0.148,5,3,13740,73,1.0968,0.5516,0
SBICC102532,Kavya Patel,F,39,Mumbai,Post-Graduate,Married,1,₹6-10 Lakh,Silver,10,72673,8713,70200,0.097,1,6,36912,57,0.0895,0.7279,0
SBICC102533,Pooja Iyer,F,55,Mumbai,High School,Married,4,₹10-15 Lakh,Platinum,45,993181,256553,832600,0.323,1,2,275180,63,0.9571,1.4362,0
SBICC102534,Neha Sharma,F,39,Hyderabad,Graduate,Married,1,₹3-6 Lakh,Silver,56,67985,37079,27100,0.6081,6,2,8635,70,1.3445,0.388,1
SBICC102535,Vijay Reddy,M,32,Ahmedabad,Graduate,Divorced,2,₹15-25 Lakh,Platinum,23,581475,323132,255300,0.4748,5,3,81278,49,0.1496,1.0684,1
SBICC102536,Manoj Joshi,M,37,Bangalore,Graduate,Divorced,3,₹3-6 Lakh,Silver,7,97625,1174,111600,0.0,1,1,16140,73,0.9787,0.8957,0
SBICC102537,Pooja Nair,F,34,Mumbai,Post-Graduate,Divorced,1,₹15-25 Lakh,Gold,50,408828,105812,249700,0.4105,2,2,19260,65,0.685,1.0993,0
SBICC102538,Deepak Mehta,M,29,Delhi,Post-Graduate,Single,2,₹10-15 Lakh,Silver,55,59995,2624,66200,0.1271,1,1,11436,65,0.8023,0.8823,0
SBICC102539,Manoj Nair,M,30,Mumbai,Post-Graduate,Single,1,> ₹25 Lakh,Platinum,56,1261114,576904,670000,0.4436,5,1,11118,54,0.6352,0.2182,1
